# Mojito CPU-language parity manifest
# schema-version	2
# reference-version	Mojo 1.1.0.dev2026080805
# reference-build	nightly-2026-08-08
# reference-date	2026-08-08
# manual-version	1.0.0b2
# manual-root	https://mojolang.org/docs/manual/
# inventory-date	2026-07-26
# nightly-release	https://mojolang.org/releases/nightly/
# nightly-audit	docs/mojo-nightly.md
# coverage	complete at manual-section and practical feature-family granularity
#
# status: implemented, partial, excluded, stretch
# scope: first-pass, excluded, post-native
# relation: match, subset, divergence, representation, excluded, stretch
# evidence: semicolon-separated case:, test:, docs:, or manual: references
id	area	status	scope	relation	mojo_behavior	mojito_behavior	evidence	notes
layouts.layout-types	layouts	partial	first-pass	subset	Layout and LayoutTensor describe CPU/GPU memory layouts and layout-aware access.	The bundled layout package self-hosts the CPU core: flat rank-<=4 IntTuple (no nested modes), Layout with row/col-major factories, rank/size/cosize, equality, printing, and the callable coordinate-to-linear mapping; LayoutTensor[dtype: DType, layout: Layout] is a layout-aware view over a caller-managed UnsafePointer[Scalar[dtype]] buffer with rank-1/2 getitem/setitem, size/dim, and a compile-time layout frozen through VM-backed CTFE (struct-instance and DType value parameters monomorphize per application).	test:tests/corpus_test.rs;test:tests/comptime_test.rs;docs:docs/features.md;manual:layouts	GPU surface excluded by design. Deferred: origin-parameterized borrowed views (origin-bearing pointers designate a single place), tile/slice/transpose views, SIMD load/store, layout algebra, idx2crd, recursive IntTuple, rank gating via layout where-predicates.
execution.gpu	execution	excluded	excluded	excluded	GPU kernels, memory spaces, synchronization, and TileTensor execute on accelerators.	GPU execution is intentionally outside first-pass parity.	docs:roadmap.md;manual:gpu;manual:tiletensor	
execution.concurrent	execution	excluded	excluded	excluded	The language and libraries expose concurrency, parallelism, atomics, tasks, and distributed execution.	Concurrency, parallelism, atomics, tasks, and distributed execution are intentionally excluded.	docs:roadmap.md	
interop.python	interop	excluded	excluded	excluded	Mojo imports Python, exposes Mojo to Python, and converts Python object types.	Python interoperability is not a Mojito goal.	docs:roadmap.md;manual:python-interop	
tools.compilation-targets	tooling	partial	first-pass	subset	Mojo builds and runs native artifacts for configured compilation targets.	Mojito runs checked MIR in a register VM and has no native artifact backend yet.	docs:docs/features.md;manual:tools	LLVM is the primary planned native backend; optional MLIR-family targets follow, then Cranelift and eBPF.
tools.feature-toggles	tooling	partial	first-pass	subset	Compiler feature toggles select experimental language capabilities.	No compatible feature-toggle system.	manual:tools;docs:roadmap.md	
tools.debugging	tooling	partial	first-pass	subset	Mojo provides source debugging and diagnostic tooling.	Mojito provides staged CLI diagnostics but no source debugger.	docs:README.md;manual:tools	
tools.testing	tooling	partial	first-pass	subset	Mojo includes language-aware test tooling and standard test APIs.	Mojito has Rust and fixture conformance tests but no self-hosted testing package.	test:tests/corpus_test.rs;manual:tools	Mojito-native test tooling remains roadmap work (Testing tools).
tools.packaging	tooling	partial	first-pass	subset	Mojo packages and module artifacts support distribution and dependency workflows.	Mojito links source modules from search roots; package artifacts and dependency metadata are open.	test:tests/module_test.rs;manual:tools	
backend.textual-mir	backend	partial	first-pass	subset	Mojo has compiler-owned IR tooling; its internal format is not Mojito's contract.	A stable Mojito-owned textual MIR/VM assembly format is planned but absent.	docs:roadmap.md	Required before native backends.
backend.cranelift	backend	partial	post-native	subset	Mojo emits optimized native CPU code through its compiler stack.	Cranelift is a lower-priority optional Mojito backend after LLVM and the MLIR-family targets.	docs:roadmap.md	Not a first-pass parity requirement.
backend.llvm	backend	partial	post-native	subset	Mojo emits optimized native CPU code through its compiler stack.	LLVM is the planned primary Mojito native CPU backend.	docs:roadmap.md	Follows textual MIR stabilization and the reproducibility gate.
backend.ebpf	backend	stretch	post-native	stretch	No core Mojo parity requirement.	Optional Mojito backend investigation after native CPU backends.	docs:roadmap.md	
backend.mlir	backend	stretch	post-native	stretch	Mojo is implemented on MLIR.	MLIR is an optional stretch backend and not a required Mojito layer.	docs:roadmap.md;manual:manual-root	
